Sales Person,Country,Product,Date,Amount,Boxes Shipped
Marney O'Breen,USA,50% Dark Bites,7/6/2025,1114.13,106
Husein Augar,USA,After Nines,7/7/2025,13051.75,193
Dennison Crosswaite,Australia,Raspberry Choco,7/8/2025,5997.71,31
Andria Kimpton,USA,Fruit & Nut Bars,7/9/2025,1588.28,352
Kelci Walkden,India,Eclairs,7/10/2025,5344.21,80
Marney O'Breen,USA,99% Dark & Pure,7/11/2025,4646.91,317
Brien Boise,Canada,Spicy Special Slims,7/12/2025,8929.88,100
Karlen McCaffrey,New Zealand,70% Dark Bites,7/13/2025,141.23,38
Husein Augar,UK,Spicy Special Slims,7/14/2025,5068.99,45
Marney O'Breen,USA,Almond Choco,7/15/2025,8012.72,163
Kelci Walkden,India,Orange Choco,7/16/2025,10587.71,134
Jan Morforth,India,Spicy Special Slims,7/17/2025,2155.62,495
Ches Bonnell,India,Spicy Special Slims,7/18/2025,11010.43,103
Kelci Walkden,UK,Smooth Sliky Salty,7/19/2025,6787.72,192
Madelene Upcott,Australia,Fruit & Nut Bars,7/20/2025,5715.07,90
Madelene Upcott,Canada,70% Dark Bites,7/21/2025,12100.65,142
Wilone O'Kielt,Australia,Drinking Coco,7/22/2025,623.75,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,7/23/2025,6528.42,22
Gigi Bohling,Canada,Baker's Choco Chips,7/24/2025,1540.55,47
Kelci Walkden,India,Caramel Stuffed Bars,7/25/2025,487.06,123
Rafaelita Blaksland,Australia,Drinking Coco,7/26/2025,11630.38,431
Kelci Walkden,USA,Manuka Honey Choco,7/27/2025,17297.66,96
Jehu Rudeforth,Canada,Spicy Special Slims,7/28/2025,2043.55,28
Kelci Walkden,Australia,Eclairs,7/29/2025,8168.86,570
Curtice Advani,Canada,Spicy Special Slims,7/30/2025,933.45,122
Oby Sorrel,India,Raspberry Choco,7/31/2025,6826.32,44
Kelci Walkden,UK,Eclairs,8/1/2025,5029.35,61
Jan Morforth,India,Almond Choco,8/2/2025,5143.49,21
Dotty Strutley,UK,Almond Choco,8/3/2025,16707.88,102
Marney O'Breen,New Zealand,After Nines,8/4/2025,1558.87,46
Husein Augar,Australia,Orange Choco,8/5/2025,9332.76,196
Marney O'Breen,Australia,Milk Bars,8/6/2025,2673.47,375
Kelci Walkden,Canada,99% Dark & Pure,8/7/2025,4950.21,54
Kaine Padly,Australia,Manuka Honey Choco,8/8/2025,2919.11,271
Beverie Moffet,New Zealand,White Choc,8/9/2025,8003.23,7
Van Tuxwell,UK,Milk Bars,8/10/2025,4902.78,91
Oby Sorrel,Canada,99% Dark & Pure,8/11/2025,4033.53,430
Van Tuxwell,India,Organic Choco Syrup,8/12/2025,22751.18,182
Roddy Speechley,India,Smooth Sliky Salty,8/13/2025,5118.11,137
Jan Morforth,India,Eclairs,8/14/2025,2835.90,26
Ches Bonnell,UK,Smooth Sliky Salty,8/15/2025,5828.22,121
Wilone O'Kielt,USA,After Nines,8/16/2025,396.19,32
Gigi Bohling,New Zealand,Fruit & Nut Bars,8/17/2025,11226.50,118
Barr Faughny,USA,Raspberry Choco,8/18/2025,10102.86,107
Wilone O'Kielt,New Zealand,85% Dark Bars,8/19/2025,2084.86,119
Gigi Bohling,New Zealand,Manuka Honey Choco,8/20/2025,8495.79,268
Ches Bonnell,Australia,Eclairs,8/21/2025,4248.34,130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,8/22/2025,2236.11,46
Brien Boise,New Zealand,Smooth Sliky Salty,8/23/2025,1124.27,26
Brien Boise,Australia,Baker's Choco Chips,8/24/2025,12870.47,227
Dennison Crosswaite,Australia,99% Dark & Pure,8/25/2025,3017.66,19
Kelci Walkden,India,Almond Choco,8/26/2025,3574.12,149
Camilla Castle,Australia,70% Dark Bites,8/27/2025,6249.31,509
Oby Sorrel,India,Smooth Sliky Salty,8/28/2025,10759.61,107
Kaine Padly,UK,Organic Choco Syrup,8/29/2025,2508.03,175
Marney O'Breen,India,Caramel Stuffed Bars,8/30/2025,4997.82,83
Karlen McCaffrey,UK,Eclairs,8/31/2025,7901.09,200
Van Tuxwell,India,Baker's Choco Chips,9/1/2025,3133.42,479
Gigi Bohling,UK,After Nines,9/2/2025,8320.29,171
Curtice Advani,Australia,Orange Choco,9/3/2025,909.93,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,9/4/2025,5631.26,142
Karlen McCaffrey,Canada,Smooth Sliky Salty,9/5/2025,3283.44,186
Andria Kimpton,USA,85% Dark Bars,9/6/2025,9458.03,87
Jehu Rudeforth,Canada,Milk Bars,9/7/2025,7726.25,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,9/8/2025,14369.40,15
Mallorie Waber,Australia,Milk Bars,9/9/2025,2829.57,106
Barr Faughny,USA,Fruit & Nut Bars,9/10/2025,9370.61,45
Marney O'Breen,UK,Caramel Stuffed Bars,9/11/2025,3651.49,112
Mallorie Waber,New Zealand,Manuka Honey Choco,9/12/2025,10229.99,12
Roddy Speechley,India,Peanut Butter Cubes,9/13/2025,11596.89,22
Roddy Speechley,New Zealand,Milk Bars,9/14/2025,5857.90,111
Ches Bonnell,Australia,White Choc,9/15/2025,1177.64,206
Van Tuxwell,USA,99% Dark & Pure,9/16/2025,12930.11,6
Kelci Walkden,India,After Nines,9/17/2025,1732.04,531
Brien Boise,UK,White Choc,9/18/2025,5837.17,173
Van Tuxwell,Canada,Almond Choco,9/19/2025,3424.66,70
Jehu Rudeforth,Australia,50% Dark Bites,9/20/2025,5700.28,422
Karlen McCaffrey,UK,Baker's Choco Chips,9/21/2025,5094.48,373
Jehu Rudeforth,Australia,Orange Choco,9/22/2025,14529.20,26
Marney O'Breen,India,Peanut Butter Cubes,9/23/2025,6761.28,145
Oby Sorrel,UK,Choco Coated Almonds,9/24/2025,10370.44,44
Gigi Bohling,USA,Spicy Special Slims,9/25/2025,12450.24,57
Barr Faughny,Australia,White Choc,9/26/2025,8927.63,386
Kaine Padly,Canada,Peanut Butter Cubes,9/27/2025,3438.70,191
Dotty Strutley,USA,Manuka Honey Choco,9/28/2025,299.71,207
Dennison Crosswaite,Australia,50% Dark Bites,9/29/2025,7374.26,12
Gigi Bohling,India,Raspberry Choco,9/30/2025,2775.87,174
Camilla Castle,UK,White Choc,10/1/2025,9957.66,194
Karlen McCaffrey,India,Drinking Coco,10/2/2025,5064.88,251
Dotty Strutley,UK,99% Dark & Pure,10/3/2025,9865.05,273
Husein Augar,New Zealand,Caramel Stuffed Bars,10/4/2025,571.52,489
Barr Faughny,UK,50% Dark Bites,10/5/2025,656.44,67
Curtice Advani,Australia,Organic Choco Syrup,10/6/2025,4008.93,301
Husein Augar,UK,Choco Coated Almonds,10/7/2025,4679.06,43
Wilone O'Kielt,Australia,After Nines,10/8/2025,3446.84,28
Dennison Crosswaite,USA,Almond Choco,10/9/2025,11884.52,82
Barr Faughny,Canada,Peanut Butter Cubes,10/10/2025,2167.19,85
Kaine Padly,USA,70% Dark Bites,10/11/2025,4199.84,107
Barr Faughny,New Zealand,Raspberry Choco,10/12/2025,7358.70,68
Dennison Crosswaite,UK,White Choc,10/13/2025,7870.09,274
Barr Faughny,India,Baker's Choco Chips,10/14/2025,7454.25,148
Van Tuxwell,New Zealand,Smooth Sliky Salty,10/15/2025,3112.30,41
Beverie Moffet,UK,White Choc,10/16/2025,6901.22,80
Camilla Castle,New Zealand,Mint Chip Choco,10/17/2025,1178.00,199
Ches Bonnell,UK,Orange Choco,10/18/2025,14953.83,53
Jan Morforth,Australia,White Choc,10/19/2025,3958.57,33
Mallorie Waber,Canada,85% Dark Bars,10/20/2025,1639.01,430
Rafaelita Blaksland,India,Spicy Special Slims,10/21/2025,8586.04,144
Ches Bonnell,Australia,Mint Chip Choco,10/22/2025,10000.22,98
Karlen McCaffrey,Australia,White Choc,10/23/2025,8448.39,52
Beverie Moffet,India,Drinking Coco,10/24/2025,6984.74,51
Brien Boise,Australia,Choco Coated Almonds,10/25/2025,5641.54,61
Karlen McCaffrey,Canada,Eclairs,10/26/2025,3850.87,372
Gigi Bohling,USA,99% Dark & Pure,10/27/2025,885.68,240
Marney O'Breen,UK,Smooth Sliky Salty,10/28/2025,21251.67,91
Beverie Moffet,New Zealand,Baker's Choco Chips,10/29/2025,1452.61,142
Beverie Moffet,Australia,Milk Bars,10/30/2025,793.17,400
Van Tuxwell,UK,Raspberry Choco,10/31/2025,7152.22,83
Jan Morforth,Australia,Orange Choco,11/1/2025,3364.44,126
Jehu Rudeforth,India,50% Dark Bites,11/2/2025,3470.60,129
Madelene Upcott,USA,After Nines,11/3/2025,4676.32,440
Barr Faughny,UK,Raspberry Choco,11/4/2025,6323.45,70
Ches Bonnell,Australia,70% Dark Bites,11/5/2025,3252.70,119
Marney O'Breen,UK,Baker's Choco Chips,11/6/2025,254.16,161
Kaine Padly,Australia,Peanut Butter Cubes,11/7/2025,6127.37,299
Rafaelita Blaksland,India,Almond Choco,11/8/2025,3791.66,100
Husein Augar,UK,Caramel Stuffed Bars,11/9/2025,17059.69,456
Roddy Speechley,India,Orange Choco,11/10/2025,4154.44,18
Jehu Rudeforth,UK,70% Dark Bites,11/11/2025,6168.51,280
Husein Augar,Australia,Manuka Honey Choco,11/12/2025,7984.45,95
Madelene Upcott,USA,Eclairs,11/13/2025,9108.33,213
Brien Boise,India,Eclairs,11/14/2025,1511.51,58
Mallorie Waber,New Zealand,White Choc,11/15/2025,3364.28,265
Husein Augar,USA,Milk Bars,11/16/2025,934.49,54
Van Tuxwell,Australia,Milk Bars,11/17/2025,8895.70,91
Beverie Moffet,Canada,White Choc,11/18/2025,9957.20,185
Dotty Strutley,Australia,50% Dark Bites,11/19/2025,3359.18,256
Mallorie Waber,New Zealand,Organic Choco Syrup,11/20/2025,5098.29,276
Husein Augar,USA,85% Dark Bars,11/21/2025,398.28,52
Madelene Upcott,Australia,50% Dark Bites,11/22/2025,7473.14,6
Wilone O'Kielt,UK,Drinking Coco,11/23/2025,3638.66,59
Camilla Castle,India,Peanut Butter Cubes,11/24/2025,12507.08,284
Curtice Advani,India,70% Dark Bites,11/25/2025,2393.79,48
Mallorie Waber,USA,Manuka Honey Choco,11/26/2025,6136.99,94
Dotty Strutley,UK,70% Dark Bites,11/27/2025,1264.43,232
Gunar Cockshoot,Australia,Almond Choco,11/28/2025,4101.26,425
Kaine Padly,New Zealand,Spicy Special Slims,11/29/2025,8106.88,40
Gigi Bohling,USA,50% Dark Bites,11/30/2025,2456.10,58
Beverie Moffet,UK,Smooth Sliky Salty,12/1/2025,4726.60,75
Beverie Moffet,Australia,Baker's Choco Chips,12/2/2025,3482.73,108
Beverie Moffet,India,70% Dark Bites,12/3/2025,467.19,159
Jehu Rudeforth,UK,Choco Coated Almonds,12/4/2025,4875.38,185
Kaine Padly,USA,50% Dark Bites,12/5/2025,70.60,27
Ches Bonnell,USA,Orange Choco,12/6/2025,1835.22,73
Gunar Cockshoot,UK,Manuka Honey Choco,12/7/2025,7304.74,49
Marney O'Breen,Australia,Smooth Sliky Salty,12/8/2025,3967.85,163
Marney O'Breen,India,After Nines,12/9/2025,2800.67,190
Ches Bonnell,New Zealand,Milk Bars,12/10/2025,4474.52,120
Rafaelita Blaksland,USA,Fruit & Nut Bars,12/11/2025,2737.03,63
Ches Bonnell,India,Organic Choco Syrup,12/12/2025,16717.26,102
Mallorie Waber,Australia,Orange Choco,12/13/2025,16112.73,282
Husein Augar,India,70% Dark Bites,12/14/2025,6898.00,163
Barr Faughny,New Zealand,85% Dark Bars,12/15/2025,2151.04,170
Madelene Upcott,UK,Caramel Stuffed Bars,12/16/2025,172.51,152
Gigi Bohling,Australia,Drinking Coco,12/17/2025,2949.02,153
Marney O'Breen,Canada,Choco Coated Almonds,12/18/2025,2790.72,435
Ches Bonnell,USA,70% Dark Bites,12/19/2025,5054.42,127
Madelene Upcott,India,Organic Choco Syrup,12/20/2025,5418.75,37
Barr Faughny,USA,50% Dark Bites,12/21/2025,14604.67,128
Dennison Crosswaite,New Zealand,Mint Chip Choco,12/22/2025,6668.93,419
Marney O'Breen,New Zealand,Smooth Sliky Salty,12/23/2025,9689.70,58
Brien Boise,Canada,Almond Choco,12/24/2025,5026.81,123
Beverie Moffet,Australia,White Choc,12/25/2025,2379.01,178
Dotty Strutley,Australia,Eclairs,12/26/2025,7770.55,3
Barr Faughny,UK,White Choc,12/27/2025,1837.47,77
Beverie Moffet,Canada,Baker's Choco Chips,12/28/2025,14625.75,90
Kelci Walkden,USA,White Choc,12/29/2025,10305.40,22
Kaine Padly,Canada,50% Dark Bites,12/30/2025,8798.99,99
Karlen McCaffrey,Canada,Organic Choco Syrup,12/31/2025,2466.59,309
Kaine Padly,UK,Peanut Butter Cubes,1/1/2026,6564.20,92
Karlen McCaffrey,USA,Milk Bars,1/2/2026,4764.56,7
Karlen McCaffrey,India,Orange Choco,1/3/2026,3172.08,153
Ches Bonnell,India,Smooth Sliky Salty,1/4/2026,8062.00,20
Wilone O'Kielt,New Zealand,Mint Chip Choco,1/5/2026,12382.41,245
Wilone O'Kielt,Australia,Fruit & Nut Bars,1/6/2026,413.60,111
Dennison Crosswaite,UK,Peanut Butter Cubes,1/7/2026,10186.18,154
Karlen McCaffrey,Australia,Almond Choco,1/8/2026,7936.84,138
Dennison Crosswaite,India,Milk Bars,1/9/2026,1712.72,93
Ches Bonnell,UK,Mint Chip Choco,1/10/2026,3088.98,226
Husein Augar,Australia,50% Dark Bites,1/11/2026,14953.43,51
Jan Morforth,India,Fruit & Nut Bars,1/12/2026,3219.13,54
Mallorie Waber,USA,85% Dark Bars,1/13/2026,2700.61,112
Mallorie Waber,USA,Eclairs,1/14/2026,7219.96,53
Dennison Crosswaite,Canada,Spicy Special Slims,1/15/2026,2634.13,234
Dennison Crosswaite,USA,Fruit & Nut Bars,1/16/2026,1630.95,321
Kelci Walkden,USA,99% Dark & Pure,1/17/2026,8250.66,258
Dotty Strutley,Canada,Raspberry Choco,1/18/2026,4849.30,248
Marney O'Breen,New Zealand,Milk Bars,1/19/2026,7940.49,328
Madelene Upcott,Australia,Choco Coated Almonds,1/20/2026,2106.93,69
Kelci Walkden,UK,Orange Choco,1/21/2026,3911.85,3
Dennison Crosswaite,Canada,Eclairs,1/22/2026,483.04,45
Karlen McCaffrey,India,Mint Chip Choco,1/23/2026,11380.70,192
Barr Faughny,New Zealand,Almond Choco,1/24/2026,6372.68,131
Mallorie Waber,Australia,85% Dark Bars,1/25/2026,2714.76,52
Ches Bonnell,Canada,Eclairs,1/26/2026,2106.17,172
Gigi Bohling,Australia,White Choc,1/27/2026,5805.24,83
Beverie Moffet,New Zealand,85% Dark Bars,1/28/2026,12205.52,23
Kaine Padly,USA,Caramel Stuffed Bars,1/29/2026,6318.70,124
Mallorie Waber,Australia,Almond Choco,1/30/2026,8522.80,137
Brien Boise,Canada,85% Dark Bars,1/31/2026,10315.88,268
Brien Boise,Australia,Drinking Coco,2/1/2026,7262.12,158
Dotty Strutley,USA,Orange Choco,2/2/2026,1414.84,112
Rafaelita Blaksland,Australia,50% Dark Bites,2/3/2026,3067.90,42
Dennison Crosswaite,India,99% Dark & Pure,2/4/2026,7369.69,325
Curtice Advani,UK,White Choc,2/5/2026,1775.18,73
Kelci Walkden,Australia,After Nines,2/6/2026,7683.78,279
Gigi Bohling,UK,Fruit & Nut Bars,2/7/2026,1412.22,90
Gunar Cockshoot,Australia,Raspberry Choco,2/8/2026,607.08,76
Curtice Advani,UK,Fruit & Nut Bars,2/9/2026,11688.75,136
Barr Faughny,Canada,50% Dark Bites,2/10/2026,10275.55,301
Curtice Advani,USA,Spicy Special Slims,2/11/2026,1788.10,271
Brien Boise,India,Almond Choco,2/12/2026,2378.08,222
Oby Sorrel,New Zealand,Smooth Sliky Salty,2/13/2026,9545.03,64
Jan Morforth,India,85% Dark Bars,2/14/2026,4999.52,446
Marney O'Breen,India,Fruit & Nut Bars,2/15/2026,5312.50,160
Andria Kimpton,New Zealand,50% Dark Bites,2/16/2026,3750.88,208
Gunar Cockshoot,Canada,Raspberry Choco,2/17/2026,2375.74,129
Kelci Walkden,USA,Drinking Coco,2/18/2026,7013.61,170
Van Tuxwell,Canada,White Choc,2/19/2026,481.52,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2/20/2026,3136.92,64
Van Tuxwell,Australia,Caramel Stuffed Bars,2/21/2026,6584.26,62
Ches Bonnell,New Zealand,Peanut Butter Cubes,2/22/2026,1024.77,260
Kelci Walkden,Canada,Milk Bars,2/23/2026,17680.19,27
Dennison Crosswaite,Canada,Choco Coated Almonds,2/24/2026,10707.82,124
Curtice Advani,Australia,Almond Choco,2/25/2026,3019.09,78
Madelene Upcott,Australia,85% Dark Bars,2/26/2026,1758.62,329
Gigi Bohling,UK,50% Dark Bites,2/27/2026,8385.38,73
Ches Bonnell,UK,Manuka Honey Choco,2/28/2026,4854.12,411
Gigi Bohling,UK,70% Dark Bites,3/1/2026,949.18,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,3/2/2026,6047.05,40
Marney O'Breen,India,Eclairs,3/3/2026,3883.32,94
Curtice Advani,Canada,Fruit & Nut Bars,3/4/2026,4382.07,210
Kaine Padly,UK,Smooth Sliky Salty,3/5/2026,9928.10,599
Karlen McCaffrey,Canada,Spicy Special Slims,3/6/2026,6315.53,51
Kelci Walkden,USA,Organic Choco Syrup,3/7/2026,10630.08,155
Curtice Advani,India,Spicy Special Slims,3/8/2026,167.33,143
Roddy Speechley,India,After Nines,3/9/2026,2690.14,117
Camilla Castle,Australia,Caramel Stuffed Bars,3/10/2026,3242.04,15
Curtice Advani,Australia,99% Dark & Pure,3/11/2026,5363.69,87
Mallorie Waber,UK,50% Dark Bites,3/12/2026,6160.89,95
Ches Bonnell,Canada,Baker's Choco Chips,3/13/2026,7968.23,373
Van Tuxwell,UK,Drinking Coco,3/14/2026,6388.95,131
Gunar Cockshoot,Canada,Fruit & Nut Bars,3/15/2026,15840.74,216
Gunar Cockshoot,New Zealand,Spicy Special Slims,3/16/2026,7265.05,194
Gunar Cockshoot,Australia,Drinking Coco,3/17/2026,2342.49,192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,3/18/2026,1365.88,147
Dennison Crosswaite,New Zealand,Drinking Coco,3/19/2026,4437.46,196
Jehu Rudeforth,India,99% Dark & Pure,3/20/2026,2072.24,232
Dotty Strutley,Australia,Mint Chip Choco,3/21/2026,7091.81,27
Roddy Speechley,Australia,Mint Chip Choco,3/22/2026,7213.16,277
Madelene Upcott,New Zealand,Raspberry Choco,3/23/2026,9672.76,411
Dotty Strutley,New Zealand,Choco Coated Almonds,3/24/2026,5750.05,350
Roddy Speechley,New Zealand,50% Dark Bites,3/25/2026,4641.29,220
Rafaelita Blaksland,India,Smooth Sliky Salty,3/26/2026,1871.33,88
Husein Augar,UK,White Choc,3/27/2026,10843.46,142
Roddy Speechley,Australia,Almond Choco,3/28/2026,5032.45,79
Van Tuxwell,USA,Caramel Stuffed Bars,3/29/2026,1106.38,21
Camilla Castle,Australia,99% Dark & Pure,3/30/2026,4977.55,97
Kaine Padly,India,Milk Bars,3/31/2026,3210.14,92
Ches Bonnell,Australia,Smooth Sliky Salty,4/1/2026,7794.80,54
Mallorie Waber,USA,Almond Choco,4/2/2026,7613.37,370
Kaine Padly,Canada,99% Dark & Pure,4/3/2026,1332.76,409
Oby Sorrel,UK,After Nines,4/4/2026,2587.76,108
Gunar Cockshoot,UK,Eclairs,4/5/2026,3826.22,169
Dotty Strutley,USA,Caramel Stuffed Bars,4/6/2026,18687.87,80
Jan Morforth,India,Peanut Butter Cubes,4/7/2026,8859.63,184
Husein Augar,Australia,Eclairs,4/8/2026,7299.40,34
Beverie Moffet,USA,Smooth Sliky Salty,4/9/2026,2556.26,354
Camilla Castle,Australia,Manuka Honey Choco,4/10/2026,703.40,181
Oby Sorrel,Australia,Almond Choco,4/11/2026,6421.18,242
Jan Morforth,USA,Orange Choco,4/12/2026,1048.26,149
Gigi Bohling,USA,Fruit & Nut Bars,4/13/2026,3099.14,115
Mallorie Waber,UK,Milk Bars,4/14/2026,3737.68,282
Curtice Advani,USA,Raspberry Choco,4/15/2026,3086.89,153
Marney O'Breen,Canada,Milk Bars,4/16/2026,2618.15,312
Brien Boise,India,Caramel Stuffed Bars,4/17/2026,1643.45,110
Gunar Cockshoot,USA,Eclairs,4/18/2026,7368.94,45
Roddy Speechley,USA,Fruit & Nut Bars,4/19/2026,6082.19,23
Gunar Cockshoot,India,50% Dark Bites,4/20/2026,14456.14,79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,4/21/2026,4173.40,254
Kaine Padly,UK,Manuka Honey Choco,4/22/2026,7189.18,113
Van Tuxwell,Canada,Manuka Honey Choco,4/23/2026,8962.96,48
Wilone O'Kielt,New Zealand,Almond Choco,4/24/2026,10085.02,146
Oby Sorrel,New Zealand,Baker's Choco Chips,4/25/2026,12073.18,51
Dennison Crosswaite,Australia,Organic Choco Syrup,4/26/2026,6655.62,39
Marney O'Breen,Australia,Spicy Special Slims,4/27/2026,14193.67,302
Beverie Moffet,Canada,Smooth Sliky Salty,4/28/2026,15507.29,352
Brien Boise,USA,Organic Choco Syrup,4/29/2026,17383.08,145
Roddy Speechley,New Zealand,Baker's Choco Chips,4/30/2026,5912.59,232
Van Tuxwell,UK,85% Dark Bars,5/1/2026,4029.28,128
Marney O'Breen,Canada,Spicy Special Slims,5/2/2026,3563.09,344
Rafaelita Blaksland,New Zealand,70% Dark Bites,5/3/2026,773.73,280
Beverie Moffet,USA,50% Dark Bites,5/4/2026,2620.19,340
Brien Boise,USA,Mint Chip Choco,5/5/2026,11426.56,151
Karlen McCaffrey,New Zealand,Eclairs,5/6/2026,2935.80,171
Barr Faughny,India,Drinking Coco,5/7/2026,2431.53,148
Marney O'Breen,UK,Orange Choco,5/8/2026,11882.82,13
Brien Boise,New Zealand,Baker's Choco Chips,5/9/2026,6297.06,26
Ches Bonnell,Canada,Spicy Special Slims,5/10/2026,5859.21,193
Brien Boise,USA,Orange Choco,5/11/2026,6276.91,157
Kaine Padly,India,Spicy Special Slims,5/12/2026,5674.70,147
Mallorie Waber,USA,50% Dark Bites,5/13/2026,1960.10,14
Mallorie Waber,UK,Mint Chip Choco,5/14/2026,6540.30,2
Beverie Moffet,India,Choco Coated Almonds,5/15/2026,3818.21,287
Madelene Upcott,UK,Smooth Sliky Salty,5/16/2026,14769.97,87
Gigi Bohling,India,Eclairs,5/17/2026,3687.44,73
Rafaelita Blaksland,Australia,Organic Choco Syrup,5/18/2026,1123.58,114
Oby Sorrel,New Zealand,White Choc,5/19/2026,4612.08,38
Andria Kimpton,UK,Drinking Coco,5/20/2026,1600.11,70
Kelci Walkden,India,Milk Bars,5/21/2026,975.67,105
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,5/22/2026,5487.30,219
Andria Kimpton,New Zealand,Organic Choco Syrup,5/23/2026,4948.15,39
Barr Faughny,New Zealand,After Nines,5/24/2026,11460.08,81
Beverie Moffet,UK,Almond Choco,5/25/2026,2628.33,101
Oby Sorrel,Australia,Raspberry Choco,5/26/2026,1044.35,126
Dennison Crosswaite,USA,Raspberry Choco,5/27/2026,7449.70,264
Roddy Speechley,Canada,Orange Choco,5/28/2026,9315.64,88
Mallorie Waber,Canada,Orange Choco,5/29/2026,3820.94,179
Madelene Upcott,New Zealand,Caramel Stuffed Bars,5/30/2026,3782.83,150
Mallorie Waber,India,Drinking Coco,5/31/2026,4525.72,146
Ches Bonnell,UK,White Choc,6/1/2026,3730.79,237
Ches Bonnell,USA,White Choc,6/2/2026,6068.19,349
Dennison Crosswaite,New Zealand,Orange Choco,6/3/2026,4944.46,144
Dotty Strutley,India,White Choc,6/4/2026,12331.35,337
Gigi Bohling,India,Manuka Honey Choco,6/5/2026,5290.76,76
Van Tuxwell,India,Spicy Special Slims,6/6/2026,6874.06,4
Jan Morforth,New Zealand,Mint Chip Choco,6/7/2026,20402.17,297
Dotty Strutley,New Zealand,White Choc,6/8/2026,7923.10,62
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,6/9/2026,8145.99,100
Kaine Padly,USA,Milk Bars,6/10/2026,16253.25,58
Brien Boise,India,After Nines,6/11/2026,5744.07,49
Oby Sorrel,New Zealand,Raspberry Choco,6/12/2026,4908.71,288
Dennison Crosswaite,USA,Drinking Coco,6/13/2026,2369.87,139
Oby Sorrel,India,Eclairs,6/14/2026,5973.24,337
Ches Bonnell,New Zealand,Organic Choco Syrup,6/15/2026,8047.16,86
Gigi Bohling,UK,Baker's Choco Chips,6/16/2026,9656.56,400
Jan Morforth,Australia,50% Dark Bites,6/17/2026,3925.06,186
Beverie Moffet,Australia,Smooth Sliky Salty,6/18/2026,11682.62,506
Ches Bonnell,USA,Organic Choco Syrup,6/19/2026,7874.15,13
Brien Boise,Canada,Mint Chip Choco,6/20/2026,5061.37,179
Kaine Padly,UK,Orange Choco,6/21/2026,2099.24,186
Karlen McCaffrey,Australia,70% Dark Bites,6/22/2026,237.57,311
Gunar Cockshoot,Canada,Mint Chip Choco,6/23/2026,8829.77,445
Roddy Speechley,USA,Peanut Butter Cubes,6/24/2026,1733.09,135
Curtice Advani,Canada,Smooth Sliky Salty,6/25/2026,3047.18,12
Oby Sorrel,Australia,Milk Bars,6/26/2026,8497.72,276
Camilla Castle,New Zealand,Spicy Special Slims,6/27/2026,12557.56,26
Gigi Bohling,UK,Milk Bars,6/28/2026,1406.91,231
Andria Kimpton,Australia,85% Dark Bars,6/29/2026,4496.32,240
Camilla Castle,Australia,Smooth Sliky Salty,6/30/2026,8220.25,125
Roddy Speechley,India,Caramel Stuffed Bars,7/1/2026,9588.03,562
Karlen McCaffrey,USA,Drinking Coco,7/2/2026,114.82,231
